value_make,value_model,value_variant,value_year,value_petrol,value_transmission,value_mileage,value_first_owner,itemPrice,itemTitle,itemDescriptionContent,locality,district,State
Volkswagen,Passat,2007-2010 Diesel Trendline,2009.0,Diesel,Automatic,120000,Second,430000,"Volkswagen Vento Comfortline Diesel, 2013, Diesel","Madurai registration
Owner 2
Minit condition
Powere window
Power mirror
With Sunroof
Full Automatic
Tyers 90%
9..0..8..0..0
Only Cal
3..6..9..3..1",Pasumalai, Madurai, Tamil Nadu
Tata,Indigo CS,CS LS TDI,2015.0,Diesel,Automatic,179500,First,225000,"Ford Fiesta ZXi 1.4 TDCi, 2009, Diesel",Insurance. permit... f.c all current,Kanna Annai Nagar, Tiruchirappalli, Tamil Nadu
Tata,Indigo,LX,2005.0,Diesel,Manual,75000,Second,135000,"Tata Indica LSi, 2017, Diesel",We are selling the Tata indigo LX 2005 model running Good condition ins current/ fc 2025.,Vyasarpadi Kakanji Colony, Chennai, Tamil Nadu
Honda,City,,2014.0,Diesel,Manual,77887,,485000,"Honda City 1.5 V Manual, 2011, Petrol","currency : inr, variant: sv mt diesel, number of previous owners : first, insurance :comprehensive
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Registration Place: TN
Insurance Type: Comprehensive
Make Month: April
Vehicle Certified: Yes",Trichy City, Tiruchirappalli, Tamil Nadu
Hyundai,Venue,SX Opt Turbo,2019.0,Petrol,Manual,13000,First,975000,"Hyundai Creta 1.6 SX Automatic, 2016, Diesel","Office address:
New Royal Cars,
16, Ellis nagar 70 feet main road,
Madurai-625016.
Landmark: opposite to bsnl office and near Central Bank of India.
Top end version
Single owner,marthandam reg
Petrol highway mileage upto 20 per litre
original painting
no replacements
finance eligible upto 9 L and above for genuine buyers
price is slightly negotiable
timepassers stay away.
come and see 10 A.m to 7.30 P.m
ADDITIONAL VEHICLE INFORMATION:
USB Compatibility: Yes
AM/FM Radio: Yes
Automatic Boot: Yes
Rear Parking Camera: Yes
Cruise Control: Yes
Engine Capacity/Displacement (in Cc): 1000
Fog Lamps: Yes
Navigation System: Yes
Interior color: Black
Adjustable External Mirror: Power
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
Make Month: June
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Insurance: Yes
Color: Silver
Air Conditioning: Automatic Climate Control
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
Accidental: No
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Display Screen: Yes
Finance: Yes
Type of Car: SUV
Battery Condition: New
ABS: Yes
Bluetooth: Yes
Sunroof: Yes
Number of Airbags: 6 airbags",Ellis Nagar, Madurai, Tamil Nadu
Toyota,Fortuner,Others,2017.0,Diesel,Manual,57566,First,1685000,"Toyota Fortuner 2.8 4X4 Automatic, 2014, Diesel","TOYOTA FORTUNER Fully Loaded Top end Manual Transmission with well maintained single Driven vehicle.
These are the following Points:
1. Carrot Gps Tracking.
2. Full Bumper to Bumper Insurance.
3. Full company Maintained Vehicle.
4. Newly Replaced Battery on May 2020.
5. Fancy Number.",Egmore, Chennai, Tamil Nadu
Honda,Jazz,1.5 S i DTEC,2016.0,Diesel,Manual,57000,First,575000,"Skoda Rapid 1.5 TDI CR Ambition with Alloy Wheels, 2012, Diesel","JAZZ DIESEL 2016 SINGLE SERVICE RECORD RATE NEGOTIABLE EXCELLENT CONDITION
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Silver
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Finance: Yes
Exchange: Yes
Type of Car: SUV
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
ABS: Yes
Make Month: November
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags",Nungambakkam Lake Area, Chennai, Tamil Nadu
Maruti Suzuki,Swift,2011-2014 ZDi,2016.0,Diesel,Manual,41000,First,670000,"Mahindra Scorpio VLX 2WD Airbag BS-IV, 2012, Diesel",ADDITIONAL VEHICLE INFORMATION:,Nungambakkam New Colony, Chennai, Tamil Nadu
Skoda,Laura,Laura 1.9 TDI MT Ambiente,2008.0,Diesel,Manual,163000,First,365000,Skoda Laura black colour good condition crdi engine 2.0,"ADDITIONAL VEHICLE INFORMATION:
Color: Black
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: December",Nungambakkam, Chennai, Tamil Nadu
Mercedes-Benz,B Class,B200 CDI,2016.0,Diesel,Automatic,19000,First,1800000,"Mercedes-Benz B-Class B 200 CDI, 2016, Diesel","Baba cars, Madurai
2016 Benz B200 cdi,
Single owner,
Km 19000,
Airbags with ABS
2.2 litre 134 BHP diesel engine,
Climate control AC,
Adjustable telescoping steering, with cruise control,
Company audio system,
Touch screen display with navigation,
Bluetooth phone device,
Power seat with memory,
Black leather interior,
7 speed gearbox,
With pearl shift gear Rod,
Panoramic sunroof,
DRL with LED projector headlights rear LED tail light,
Parking sensor with reverse camera,
OVRM Mirrors,
Magnetic key with remote control central locking,
Alloy wheels with good condition tyres,
Full insurance,
Full company maintenance
Finance and exchange facilities available,
Interested buyers call me,
(press call button)
Interested people share your phone number in chat.
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
USB Compatibility: Yes
AM/FM Radio: Yes
Automatic Boot: Yes
Rear Parking Camera: Yes
Cruise Control: Yes
Warranty: Yes
Engine Capacity/Displacement (in Cc): 2200
Fog Lamps: Yes
Navigation System: Yes
Interior color: Black
Adjustable External Mirror: Power
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
Make Month: July
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Insurance: Yes
Color: Silver
Air Conditioning: Automatic Climate Control
Aux Compatibility: Yes
Anti Theft Device: Yes
Service History: Available
Registration Place: TN
Accidental: No
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Display Screen: Yes
Finance: Yes
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
ABS: Yes
Bluetooth: Yes
Sunroof: Yes
Number of Airbags: 6 airbags",Palanganatham, Madurai, Tamil Nadu
Chevrolet,Spark,2007-2012 1.0 LS,2010.0,Petrol,Manual,62000,First,158000,Chevrolet Spark with perfectly performing engine,"ADDITIONAL VEHICLE INFORMATION:
Make Month: March
Color: Champagne
Type of Car: Hatchback
Insurance Type: Third Party
Condition: Used
Registration Place: TN
Engine Capacity/Displacement (in Cc): 998
Power steering: Yes
Air Conditioning: With Heater
Power Windows: Front
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: No
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Warranty: Yes",Egmore, Chennai, Tamil Nadu
Hyundai,Grand I 10,,2014.0,Diesel,Manual,69000,First,435000,"Hyundai Grand I 10, 2016, Petrol","single owner Diesal Company service abs tyres good condition showroom condition automatic mirror adjustment no Dent no scratches engine and AC excellent condition interior and exterior excellent condition No insurance old car exchange accepted 90% bank loan 60% private loan arrangements price slightly negotiable all type of cards accepted charges apply
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Color: Grey
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Registration Place: TN
AM/FM Radio: Yes
Automatic Boot: Yes
Parking Sensors: Yes
Power Windows: Front & rear
Warranty: Yes
Interior color: Grey
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Hatchback
Insurance Type: No Insurance
Condition: New
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: September
Bluetooth: Yes
Lock System: Remote Controlled Central",Perambur, Chennai, Tamil Nadu
Maruti Suzuki,Baleno,1999-2007 Vxi - BSIII,2005.0,Petrol,Manual,89000,Second,110000,"Maruti Suzuki Baleno LXi BS-III, 2005, Petrol","plz call us for more details 9 zero 8 seven 8 double 3 trible 9
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Type of Car: Sedans
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: August",Nungambakkam, Chennai, Tamil Nadu
Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,2010.0,Diesel,Manual,115000,Fourth,600000,"Honda City SV, 2014, Diesel","2010 INNOVA 2.5 G
EXCELLENT CONDITION
FOR MORE DETAILS CALL ME
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Red
Finance: Yes
Exchange: Yes
Type of Car: SUV
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Warranty: Yes
Make Month: August",Kilpauk, Chennai, Tamil Nadu
Hyundai,Xcent,2014-2016 1.1 CRDi Base,2017.0,Diesel,Manual,94000,First,345000,"Honda Amaze 1.5 EX i-DTEC, 2013, Diesel","T/SURRENDER OWNPORT
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Color: Blue
Air Conditioning: With Heater
Aux Compatibility: Yes
USB Compatibility: Yes
Registration Place: TN
AM/FM Radio: Yes
Vehicle Certified: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
Make Month: November
Bluetooth: Yes
Lock System: Central
Tyre Condition: New",Purasaiwakkam, Chennai, Tamil Nadu
Tata,Indica V2,V2 LS,2018.0,Diesel,Manual,50000,First,325000,"Tata Indica Vista D90 VX BS IV, 2013, Diesel",tata indica,Royapuram, Chennai, Tamil Nadu
Mitsubishi,Lancer,1.5 L Petrol LX,2000.0,Petrol,Manual,0,Second,160000,Ford Fiesta diesel 80490 Kms 2008 year,Mitsubishi Lancer available,Singaryar Colony, Madurai, Tamil Nadu
Tata,Manza,Club Class Quadrajet90 LS,2014.0,Diesel,Automatic,105000,Second,160000,Ford Fiesta diesel 80490 Kms 2008 year,Very good condition,Ansari Nagar, Madurai, Tamil Nadu
Nissan,Terrano,XL D Plus,2013.0,Diesel,Manual,120000,First,520000,"Skoda Rapid 1.5 TDI CR Ambition, 2015, Diesel","Single Owner, Company Maintained, New Tyres, Leather Seat Covers, Alloy Wheels, Dual Airbags, Abs Brake,Fancy Number
ADDITIONAL VEHICLE INFORMATION:
Make Month: October
Color: Silver
Type of Car: SUV
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Power steering: Yes
Power Windows: Front & rear
Fog Lamps: Yes
Alloy Wheels: Yes
Rear Window Wiper: Yes
Adjustable External Mirror: Power
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Champagne
ABS: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags
Tyre Condition: New
Service History: Available",Kalavasal, Madurai, Tamil Nadu
Toyota,Innova,2.5 VX (Diesel) 7 Seater,2012.0,Diesel,Manual,200000,First,1100000,"Toyota Innova 2.0 V, 2011, Diesel",Innovative silver,Trichy City, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Omni,8 Seater BSII,2007.0,Petrol,Manual,75000,Second,185000,"Maruti Suzuki Omni 8 STR BS-III, 2009, Petrol","Excellent condition
All tyres are New
petrol + LPG
insurance current
ADDITIONAL VEHICLE INFORMATION:
Color: White
USB Compatibility: Yes
Type of Car: Hatchback
Registration Place: TN
Battery Condition: New
AM/FM Radio: Yes
Accidental: No
Insurance Type: Comprehensive
Flood Affected: No
Condition: Used
Make Month: November
Tyre Condition: New
Vehicle Certified: Yes",Bhima Nagar, Tiruchirappalli, Tamil Nadu
Audi,A6,2.0 TDI Premium Plus,2014.0,Diesel,Automatic,65000,First,1690000,Audi A4 Premium plus Sunroof,"2013/14 REG AUDI A6 2.0 PREMIUM PLUS
First owner
Fancy no 1
Top end model
65000 kms done
Insurance till nov 2020
IDV 20 lakhs
Reverse parking sensors
Service done recently
7 speed automatic
Sunroof
Memory seats
Brand new tyres
Price 18.90 lakhs",Kilpauk, Chennai, Tamil Nadu
Hyundai,Elite i20,Magna 1.2,2015.0,Petrol,Manual,34000,First,510000,"Hyundai Elite I20 Sportz 1.2, 2016, Petrol","ELITE I 20 PETROL 2015 ONLY 34,000 KMS SERVICE RECORD RATE NEGOTIABLE EXCELLENT CONDITION
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Grey
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Finance: Yes
Exchange: Yes
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: November
Lock System: Remote Controlled Central",Nungambakkam Lake Area, Chennai, Tamil Nadu
Hyundai,i20,2010-2012 1.4 CRDi Magna,2013.0,Diesel,Manual,79000,Second,354000,"Hyundai I20 i20 Magna 1.4 CRDI, 2013, Diesel","ADDITIONAL VEHICLE INFORMATION:
Color: Red
Air Conditioning: With Heater
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Power Windows: Front & rear
Fog Lamps: Yes
Interior color: Grey
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
Make Month: April
Bluetooth: Yes
Lock System: Remote Controlled Central
Number of Airbags: None",Chennai Central, Chennai, Tamil Nadu
Toyota,Innova,2004-2011 2.0 V,2005.0,Diesel,Manual,92500,First,549999,"Toyota Innova 2.0 G4, 2008, Diesel","vechile Good Condition loan Available Exchange Available
ADDITIONAL VEHICLE INFORMATION:
Color: Red
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Registration Place: TN
AM/FM Radio: Yes
Power Windows: Front & rear
Fog Lamps: Yes
Adjustable External Mirror: Manual
Type of Car: Luxury
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Make Month: March
Bluetooth: Yes
Alloy Wheels: Yes",K Pudur, Madurai, Tamil Nadu
Hyundai,Grand I 10,,2013.0,Diesel,Manual,62000,First,435000,"Hyundai Grand I 10, 2016, Petrol","single owner button start showroom condition Company service diesel topend sports model automatic side mirror full insurance no Din no scratches old car exchange accepted price slightly negotiable 90 % bank loan 60 % private loan arrangements all type of cards accepted charges apply
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Other
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Fog Lamps: Yes
Interior color: Grey
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: New
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: September
Bluetooth: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: None",Perambur, Chennai, Tamil Nadu
Ford,Fiesta,2004-2010 1.6 SXI Duratec,2007.0,Diesel,Automatic,150000,Third,149000,Tata Indica 2016,Argent sale,Kamban Nagar, Pudukkottai, Tamil Nadu
Ford,Ecosport,1.0 Ecoboost Titanium Plus,2019.0,Petrol,Manual,6000,First,625000,"Renault Duster 85 PS RxE Diesel, 2015, Diesel","Ford Ecosport 2019 Petrol 6000 Km
Single owner
Manual , 1.0Ltr Ecoboost Engine
No loan , we don’t finance
Only serious customers
Good condition",Chennai Central, Chennai, Tamil Nadu
Hyundai,i20,2010-2012 1.2 Sportz,2011.0,Diesel,Manual,65000,First,354000,"Hyundai I20 i20 Magna 1.4 CRDI, 2013, Diesel","HYUNDAI I20 SPORTZ 1.4 CRDI 2011 MODEL SINGLE OWNER DIESEL VEHICLE IS VERY GOOD CONDITION FINANCE ARRANGED THE VEHICLE PRICE NEGOTIABLE
ADDITIONAL VEHICLE INFORMATION:
Make Month: November
Color: White
Type of Car: Hatchback
Insurance Type: No Insurance
Condition: Used
Registration Place: TN
Power steering: Yes
Power Windows: Front & rear
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No",Mylapore, Chennai, Tamil Nadu
Volkswagen,Vento,,2014.0,Diesel,,90000,,465000,"Volkswagen Vento Highline Diesel, 2014, Diesel","single owner company maitance showroom Sarvice till date only Full xstra fittings qoluty car loan avilabule DonT miss you
ADDITIONAL VEHICLE INFORMATION:
Tyre Condition: New
Aux Compatibility: Yes
Accidental: No
Interior color: Red
Flood Affected: No
ABS: Yes
Registration Place: TN
Insurance Type: Comprehensive
Service History: Available
Power steering: Yes
Cruise Control: Yes
Color: Silver
Insurance: Yes
Registration Transfer: Yes
Condition: Used
Power Windows: Front & rear
Alloy Wheels: Yes
No. of Owners: First
Variant: Vento Highline Diesel
Number of Airbags: 2 airbags
Exchange: Yes
Finance: Yes
Type of Car: Luxury
AM/FM Radio: Yes
Vehicle Certified: Yes
USB Compatibility: Yes
Transmission: Manual
Adjustable External Mirror: Power
Make Month: November
Battery Condition: New
Lock System: Central
Engine Capacity/Displacement (in Cc): 1500
Air Conditioning: Automatic Climate Control",Thillai Nagar, Tiruchirappalli, Tamil Nadu
Hyundai,i10,1.2 Kappa Magna,2009.0,Petrol,Manual,90000,Second,240000,Chevrolet Beat LT- Top model full company maintenance,"ADDITIONAL VEHICLE INFORMATION:
Make Month: March
Color: Grey
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: New
Registration Place: TN
Engine Capacity/Displacement (in Cc): 1000
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Maroon
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes",Palakkarai, Tiruchirappalli, Tamil Nadu
Force Motors,Force One,4X2 6 Seating,2012.0,Diesel,Manual,115000,Third,425000,Tavera T board sale 2011,Nice condition,RMS Colony, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Zen Estilo,Zen Estilo LXI,2007.0,Petrol,Manual,100000,Third,160000,"Maruti Suzuki Wagon R Duo, 2007, CNG & Hybrids","ADDITIONAL VEHICLE INFORMATION:
Color: Gold
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: October",Palanganatham, Madurai, Tamil Nadu
Ford,Fiesta Classic,1.4 Duratorq CLXI,2013.0,Diesel,Manual,98251,First,245000,"Ford Figo 2012 Diesel high speed ,All new spares metallic black ,","SEAT COVER
ADDITIONAL VEHICLE INFORMATION:
Aux Compatibility: Yes
Tyre Condition: Old
Accidental: No
Interior color: Black
Flood Affected: No
ABS: Yes
Insurance Type: No Insurance
Registration Place: TN
Service History: Available
Power steering: Yes
Color: White
Insurance: Yes
Registration Transfer: Yes
Condition: Used
Power Windows: Front & rear
Bluetooth: Yes
Number of Airbags: 2 airbags
Finance: Yes
Type of Car: Sedans
AM/FM Radio: Yes
USB Compatibility: Yes
Vehicle Certified: No
Adjustable External Mirror: Power
Make Month: July
Battery Condition: Old
Lock System: Central
Engine Capacity/Displacement (in Cc): 1399
Air Conditioning: With Heater",Dheeran Nagar, Tiruchirappalli, Tamil Nadu
