link,value_make,value_model,value_variant,value_year,value_petrol,value_transmission,value_mileage,value_first_owner,itemPrice,itemTitle,itemLocation,itemDescriptionContent
"https://www.olx.in/item/tavera-t-board-sale-2011-iid-1552870657
",Chevrolet,Tavera,-1,2011,Diesel,-1,"280,000 km",-1,"₹ 3,50,000",FC upto 2023 and insurance AUG 2021 and permit 2031.,"Srirangam, Tiruchirappalli, Tamil Nadu","Model 2011
Power steering
Accidental: No
Flood Affected: No
Type of Car: SUV
Registration Place: TN
Vehicle Certified: Yes
Transmission: Manual
Battery Condition: good
Color: Red
Insurance: Yes
Condition: Used
No. of Owners: Two
Variant: Tavera Elite LS - 2.3 10-Seater"
"https://www.olx.in/item/2013-audi-a8-l-30-better-than-s-class-7-series-iid-1590153712
",Audi,A8 L,A8 L 3.0 TDI quattro,2013,Diesel,Automatic,"65,000 km",Second,"₹ 23,00,000","Audi Q7 3.0 TDI quattro Premium, 2011, Diesel","Kilpauk, Chennai, Tamil Nadu","2013 AUDI A8L 3.0 QUATTRO
Second Owner
VIP NO
65000 Kms done
Insurance till oct 2020
IDV 30 lakhs
Technology pack
Massage seats
Inbuilt fridge
Bose surround system
Reverse camera
Fully company maintained
Price 25.90 Lakhs
EXTRA INFORMATION
Engine and Transmission
Engine Type : V-Type Engine
Displacement (cc): 2967
Max Power:246.7bhp@4000rpm
Max Torque: 550Nm@1500-3000rpm
No. of cylinder:6
Safety
Anti-Lock Braking System
Brake Assist
Central Locking
Power Door Locks
Child Safety Locks
Anti-Theft alarm
8 airbags"
"https://www.olx.in/item/swaraj-mazda-body-only-sales-body-only-iid-1572541720
",Others,-1,-1,2015,-1,-1,"35,000 km",-1,"₹ 85,000",Good Condition Bajaj Diesel Auto For Sale,"Ramalinga Nagar, Tiruchirappalli, Tamil Nadu","Swaraj Mazda company body want do sell
2015/ showroom condition(BODY ONLY) sales"
"https://www.olx.in/item/tata-indica-2011-diesel-100000-km-driven-iid-1591492515
",Tata,Indica,DLS,2011,Diesel,Manual,"100,000 km",Third,"₹ 95,000",Car Sale Urgent Money Need for My Function,"Vengangudi, Manachanallur, Tamil Nadu",Good conditions
"https://www.olx.in/item/mahindra-xuv500-2015-diesel-85000-km-driven-iid-1588801984
",Mahindra,XUV500,2011-2015 W6 2WD,2015,Diesel,Manual,"85,000 km",First,"₹ 10,25,000","Toyota Fortuner 3.0 4x4 Manual, 2009, Diesel","Chinna Chokkikkulam, Madurai, Tamil Nadu","Xuv 500 with good condition,new suspensions,seat covers,component set etc"
"https://www.olx.in/item/maruti-suzuki-celerio-vxi-amt-automatic-2015-petrol-iid-1587520638
",Maruti Suzuki,Celerio,VXI AMT,2015,Petrol,Automatic,"25,000 km",First,"₹ 4,35,000","Maruti Suzuki Celerio VXI Manual, 2018, Petrol","Nungambakkam, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Grey
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Fog Lamps: Yes
Navigation System: Yes
Finance: Yes
Adjustable External Mirror: Power
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: August
Bluetooth: Yes
Alloy Wheels: Yes
Tyre Condition: New"
"https://www.olx.in/item/maruti-suzuki-800-std-bs-ii-2004-petrol-iid-1591688507
",Maruti Suzuki,800,Std BSII,2004,Petrol,Manual,"66,000 km",Second,"₹ 55,000","Maruti Suzuki 800 AC BS-III, 2000, Petrol","Thillai Nagar, Tiruchirappalli, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: Hatchback
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: May"
"https://www.olx.in/item/ford-ikon-2004-petrol-well-maintained-iid-1586283720
",Ford,Ikon,1.3 Flair,2004,Petrol,Automatic,"100,000 km",Second,"₹ 1,10,000",Sale of Ford Ikon,"Malai Koil, Thiruverumbur, Tamil Nadu",Good condition Ford ikon black color
"https://www.olx.in/item/toyota-qualis-2001-diesel-iid-1592750981
",Toyota,Qualis,-1,2001,Diesel,-1,"200,000 km",-1,"₹ 1,60,000",Ford Fiesta diesel 80490 Kms 2008 year,"Tallakulam, Madurai, Tamil Nadu","2001 Qualis, FC upto 2021, Power Steering, Power Window, Chill Double A/c, LED TV, Branded Tyres,
ADDITIONAL VEHICLE INFORMATION:
Registration Place: TN"
"https://www.olx.in/item/skoda-supeb-diesel-sales-iid-1590406322
",Skoda,Superb,2008-2013 2.0 TDI PD,2009,Diesel,Automatic,"98,000 km",Third,"₹ 4,30,000","Volkswagen Vento Comfortline Diesel, 2013, Diesel","Kil Muttupatti, Madurai, Tamil Nadu","Skoda superb Diesel 2.0 sales
All services done"
"https://www.olx.in/item/toyota-qualis-2001-diesel-iid-1585764321
",Toyota,Qualis,-1,2001,Diesel,Manual,"99,000 km",Third,"₹ 3,40,000","Toyota Qualis FS B3, 2004, Diesel","Vandiyur, Madurai, Tamil Nadu","vehicle in good condition
ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: SUV
Registration Place: TN
Battery Condition: New
Accidental: No
Insurance Type: Comprehensive
Flood Affected: No
Condition: Used
Power steering: Yes
Tyre Condition: New"
"https://www.olx.in/item/abe-city-urgent-sale-good-conditions-iid-1590183044
",-1,-1,-1,2018,-1,-1,"39,000 km",-1,"₹ 1,00,000",Ape City auto,"Korukkpet Bharathi Nagar, Chennai, Tamil Nadu",Light used abe city
"https://www.olx.in/item/bolero-pickup-iid-1587506611
",Others,-1,-1,2015,-1,-1,"110,000 km",-1,"₹ 5,00,000",Bolero maxi truck plus DI TURBO,"Trichy City, Tiruchirappalli, Tamil Nadu","Working in good condition
FC still 2022
Insurance 2021
Two owner"
"https://www.olx.in/item/honda-jazz-v-cvt-i-vtec-2010-petrol-iid-1591927793
",Honda,Jazz,V CVT,2010,Petrol,Manual,"66,000 km",Second,"₹ 3,00,000","Volkswagen Polo Trendline Diesel, 2011, Diesel","Chennai Central, Chennai, Tamil Nadu","A HONDA JAZZ 2010 MODEL SECOND OWNER FULL INS AC PS PW CL ABS 2 AIRBAG ALLOY WHEEL ALL TYRES IN GOOD CONDITION IF U INTREST CONTACT ME
ADDITIONAL VEHICLE INFORMATION:
Color: Red
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Interior color: Beige
Adjustable External Mirror: Manual
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: New
Power steering: Yes
ABS: Yes
Make Month: June
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Central
Tyre Condition: New
Number of Airbags: 2 airbags"
"https://www.olx.in/item/toyota-innova-25-g-bs-iii-7-str-2013-diesel-iid-1563847280
",Toyota,Innova,2.5 G (Diesel) 7 Seater,2013,Diesel,Manual,"177,000 km",First,"₹ 10,25,000","Toyota Fortuner 3.0 4x4 Manual, 2009, Diesel","Palanganatham, Madurai, Tamil Nadu","BABA CARS, MADURAI
2013 TOYOTA INNOVA GX,
SINGLE OWNER,
KM 1,77,000 DRIVEN,
SINGLE AIRBAG WITH ABS,
AFTER MARKET ALLOY WHEELS 17 INCH,
FITTINGS WORTH 2 LAKHS,
FULL COMPANY SERVICE,
TOUCH SCREEN DOUBLE DIN SYSTEM WITH REVERSE CAMERA,
BRAND NEW TYRES,
Z MODEL CHROME FITTINGS,
GOOD CONDITION CAR,
FINANCE AND EXCHANGE FACILITIES AVAILABLE.
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Color: White
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Display Screen: Yes
Interior color: Grey
Finance: Yes
Adjustable External Mirror: Manual
Exchange: Yes
Type of Car: SUV
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: March
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 1 airbag"
"https://www.olx.in/item/maruti-suzuki-eeco-5-str-with-achtr-2012-petrol-iid-1571959334
",Maruti Suzuki,Eeco,5 STR WITH A/C+HTR,2012,Petrol,Manual,"70,000 km",Second,"₹ 2,95,000","Maruti Suzuki Eeco 5 STR WITH A/C+HTR, 2013, Petrol","Villapuram, Madurai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Make Month: February
Color: Silver
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
AM/FM Radio: Yes
USB Compatibility: Yes
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Insurance: Yes
Finance: Yes
Exchange: Yes"
"https://www.olx.in/item/mahindra-xuv500-2016-diesel-52000-km-driven-w10-iid-1592585191
",Mahindra,XUV500,W10 2WD,2016,Diesel,Manual,"52,000 km",First,"₹ 11,70,000","Mahindra Xuv500 XUV500 W6, 2017, Diesel","Ayanavaram Dr Ambedkar Nagar, Chennai, Tamil Nadu","Mahindra XUV500 2016 Diesel 52000 Km Driven W10
Single owner
Showroom condition
All 4 new, bridgestone duellers tyres
W10 with Sunroof
Full company service record
Genuine kms
All papers clear no loan"
"https://www.olx.in/item/swift-dzire-please-come-and-see-the-vehicle-negotiable--iid-1584878346
",Maruti Suzuki,Swift Dzire,VDI,2009,Diesel,Manual,"73,590 km",Second,"₹ 3,25,000","Mahindra Scorpio LX BS-III, 2003, Diesel","Choolai, Chennai, Tamil Nadu","SWIFT DZIRE VDI , Company serviced. Good maintenance. Insurance Expired."
"https://www.olx.in/item/hyundai-eon-era-2014-petrol-iid-1590547155
",Hyundai,EON,Era +,2014,Petrol,Manual,"47,000 km",Second,"₹ 2,40,000",Ford Figo Titanium top End Single owner showroom condition,"Ram Nagar, Madurai, Tamil Nadu","Hyundai Eon Era + 2014 model
owner 02 Ac power steering front power window center lock reverse camera sup woofer amp excellent condition loan will be arranged
ADDITIONAL VEHICLE INFORMATION:
Insurance: Yes
Color: Grey
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Registration Place: TN
AM/FM Radio: Yes
Rear Parking Camera: Yes
Power Windows: Front
Display Screen: Yes
Interior color: Brown
Finance: Yes
Adjustable External Mirror: Manual
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: April
Bluetooth: Yes
Lock System: Central
Number of Airbags: None"
"https://www.olx.in/item/tvs-king-auto-lpg-iid-1574192579
",-1,-1,-1,2008,-1,-1,"10,000 km",-1,"₹ 45,000",Bajaj own board,"Kamraj salai, Madurai, Tamil Nadu","Two owners
No insurance
M.Sethil"
"https://www.olx.in/item/bmw-5-series-530d-sedan-2007-diesel-iid-1557096236
",BMW,5 Series,530d,2007,Diesel,Automatic,"201,000 km",First,"₹ 8,00,000",Mercedes-Benz C-Class 2010 Petrol 36000 Km Driven,"KK Nagar, Madurai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Blue
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Cruise Control: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Display Screen: Yes
Navigation System: Yes
Interior color: Champagne
Adjustable External Mirror: Power
Type of Car: Sedans
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: July
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 6 airbags"
"https://www.olx.in/item/tata-sumo-victa-ex-2010-diesel-iid-1581371079
",Tata,Sumo Victa,Victa EX TC,2010,Diesel,Manual,"150,000 km",Second,"₹ 2,40,000","Tata Sumo, 2010, Diesel","Ellis Nagar, Madurai, Tamil Nadu","4 NEW TYRES
OWN BOARD
VERY GOOD CONDITION
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Service History: Available
Type of Car: SUV
Registration Place: TN
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: September
Tyre Condition: New"
"https://www.olx.in/item/nissan-micra-x-shift-2014-petrol-iid-1570924283
",Nissan,Micra,2012-2017 XL X Shift,2014,Petrol,Automatic,"46,000 km",First,"₹ 3,50,000","Nissan Micra XV Diesel, 2013, Diesel","Nungambakkam, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Black
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: November"
"https://www.olx.in/item/maruti-suzuki-swift-iid-1587157673
",Maruti Suzuki,Swift,VDI,2016,Diesel,Manual,"56,000 km",Second,"₹ 4,50,000","Maruti Suzuki Swift VDi, 2014, Diesel","Trichy City, Tiruchirappalli, Tamil Nadu","Maruthi Suzuki swift Vdi,2016 model,56,000 kms driven,2 owners,Company serviced,Diesel car,Reverse camera with Parking Sensor,TN registration,4 tyres are very good condition,Car very good condition"
"https://www.olx.in/item/maruti-suzuki-swift-dzire-vdi-amt-automatic-2017-diesel-iid-1592428856
",Maruti Suzuki,Swift Dzire,AMT VDI,2017,Diesel,Automatic,"60,000 km",First,"₹ 7,20,000","Maruti Suzuki Swift Dzire ZXI Plus AMT (Automatic), 2017, Petrol","Ram Nagar, Madurai, Tamil Nadu","2017 MARUTI SWIFT DZIRE VDI AMT AUTOMATIC TRANSMISSION SINGLE OWNER EXCELLENT CONDITION LOAN CAN BE ARRANGED FOR 6 LACS CALL TO FINALIZE
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Bordeaux/Maroon
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Registration Place: TN
AM/FM Radio: Yes
Automatic Boot: Yes
Parking Sensors: Yes
Cruise Control: Yes
Power Windows: Front & rear
Warranty: Yes
Fog Lamps: Yes
Interior color: Grey
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Sedans
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: August
Bluetooth: Yes
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags"
"https://www.olx.in/item/good-mint-condition-new-shochupserve-tyre-70-new-battery-iid-1592659407
",Honda,City,2003-2005 1.5 GXI CVT,2004,Petrol,Manual,"160,000 km",Third,"₹ 1,95,000","Maruti Suzuki Swift VXi, 2006, Petrol","ACS Nagar, Tiruchirappalli, Tamil Nadu","My mint good condition honda city for sale, new battery, tyre 70%, good interior, no fc and insurance, rich look"
"https://www.olx.in/item/maruti-suzuki-eeco-2017-lpg-good-condition-iid-1590945153
",Maruti Suzuki,Eeco,Smiles 5 Seater AC,2017,LPG,Manual,"70,000 km",First,"₹ 3,85,000",2015 Hyundai I10 petrol 36000 Kms,"Alagappa Nagar, Madurai, Tamil Nadu",Maruti Suzuki Eeco 2017 LPG Good Condition
"https://www.olx.in/item/maruti-suzuki-swift-2013-petrol-26000-km-driven-iid-1590199268
",Maruti Suzuki,Swift,2011-2014 VXI,2013,Petrol,Manual,"26,000 km",First,"₹ 4,69,000","Maruti Suzuki Swift VDi, 2013, Diesel","Triplicane, Chennai, Tamil Nadu","Swift VXI (Cherry RED)
2013 Aug
KM- 26000
Mileage- 13
Price: 5 Lacs (Including accessories)
Accessories-
1. Sony Xplod Touch Screen Display. (15k)
2. Infinity Component speakers including Tweeters(18k)
3. Reverse camera (2k)
4. Seat Covers and floor mat (8k)
NOTE- Insurance recently renewed. And Full service done just few days ago."
"https://www.olx.in/item/wallpaper-roll-299-startroll-size57-fit-iid-1592865954
",-1,-1,-1,-1,-1,-1,-1,-1,₹ 250,Wall glass,"Katargam, Surat, Gujarat",Wallpaper roll 299₹
"https://www.olx.in/item/chevrolet-tavera-2009-last-9-th-month-iid-1590519188
",Chevrolet,Tavera,Others,2009,Diesel,Manual,"143,000 km",Third,"₹ 4,25,000",Tavera T board sale 2011,"Trichy City, Tiruchirappalli, Tamil Nadu",Engine condition is good.milege 16 km..Ac working is well.. contact me..
"https://www.olx.in/item/mahindra-xylo-d4-tourist-t-board-iid-1559562841
",Mahindra,Xylo,D4,2018,Diesel,Manual,"23,000 km",First,"₹ 7,49,000","Mahindra Xylo D4 BS-IV, 2018, Diesel","Kilpauk, Chennai, Tamil Nadu","Tourist vehicle
2018 Mahindra Xylo D4
Single owner
Fc insurance for 2 years
Service done recently
Sony explod music system"
"https://www.olx.in/item/tata-indica-e-v2-2014-diesel-iid-1592569294
",Tata,Indica E V2,-1,2014.0,Diesel,Manual,"79,000 km",First,"₹ 2,20,000",Good condition.. single woner.,"Thillai Nagar, Tiruchirappalli, Tamil Nadu","A/C P/S P/W C/L LOCATION:PUDUKKOTTAI(DIST) KARAMBAKKUDI VANIYA STREET. GAS COMPANY OPPOSITE COMPANY MUSIC SYSTEM FULL INSURANCE COMPANY MAINTANCE ALL PAPER CURRENTS
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Silver
Air Conditioning: With Heater
Aux Compatibility: Yes
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Vehicle Certified: Yes
Adjustable External Mirror: Manual
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
Make Month: April
Bluetooth: Yes
Lock System: Remote Controlled Central
Tyre Condition: New"
"https://www.olx.in/item/tourist-vanfc-exp-date31032021white-colour-model2004-2018-body-iid-1585627148
",TATA Motors,-1,-1,2004,-1,-1,"100,000 km",-1,"₹ 7,85,000",Eicher staff bus,"arasaradi, Madurai, Tamil Nadu",good condition
"https://www.olx.in/item/mahindra-xuv500-xuv500-w10-2017-diesel-iid-1591513094
",Mahindra,XUV500,W10 2WD,2017,Diesel,Manual,"70,000 km",First,"₹ 11,70,000","Mahindra Xuv500 XUV500 W6, 2017, Diesel","Royapettah, Chennai, Tamil Nadu","2017 XUV500 W10 *SINGLE OWNER *WHITE WITH SUNROOF *ALLOY WHEELS *M HAWK ENGINE *BLACK INTERIORS TPMS( TYER PRESSURE MONITORING SYSTEM) *ABS *EBD *BA *ESP *HILL HOLD CONTROL *TC/TCS *ENGINE IMMOBILIZER *SPEED SENSING DOOR LOCK * AUTOMATIC CLIMATE CONTROL AC *HEATER *REVERCE CAMERA WITH GUIDANES *CRUISE CONTROL *KEYLESS BUTTON START *LEATHER SEAT *DRIVER ARMREST *SUNGLASS HOLDER *AUTOMATIC SIDE MIRRER CLOSING *FOQ LAMB *TOUCH SCREEN *CD *BLUETOOTH *USB *NAVIGATION *AUX *AM* FM *Carz4U 150 Jawaharlal Nehru Salai, 100 Feet Road, Arumbakkam Metro Station Downstairs, Choolaimedu Chennai-600094. (LAND MARK: Near by Arumbakkam metro railway station, metro pillar no:109) Why you should BUY the car at CARZ4U? Carz4u is a multi brand Pre-owned cars genuine dealer in Chennai. •We have 13 years experience in used car field. •1 year warranty for road side assistance all over Tamil Nadu •CARZ4U vehicle was checked by Authorized Service Centre. •Before delivery you can check with Authorized service centre. •We have Good & Experienced vehicle checking team. •Documentation is Crystal clear. •Quick process for Loan rate of interest (9% to 10%).
ADDITIONAL VEHICLE INFORMATION:
Make Month: April
Color: White
Type of Car: SUV
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Power steering: Yes
Cruise Control: Yes
Navigation System: Yes
Adjustable Steering: Yes
Automatic Boot: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Sunroof: Yes
Fog Lamps: Yes
Alloy Wheels: Yes
Rear Window Wiper: Yes
Adjustable External Mirror: Power
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Brown
ABS: Yes
Anti Theft Device: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Number of Airbags: 8 airbags
Battery Condition: Old
Tyre Condition: Old
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Finance: Yes
Warranty: Yes
Exchange: Yes"
"https://www.olx.in/item/my-pajero-is-very-good-conditions-iid-1588153765
",Mitsubishi,Pajero,2002-2012 2.8 SFX BSIV Dual Tone,2010,Diesel,Manual,"124,000 km",Second,"₹ 10,25,000","Toyota Fortuner 3.0 4x4 Manual, 2009, Diesel","Mattuthavani, Madurai, Tamil Nadu",My pajero is very good conditions and it's excellent.
